commit id,author,date,comment,changed files,lines added,lines deleted,
3f024de2e,Christoph,Sun Oct 17 04:49:26 2021,Merge pull request #8154 from JabRef/disableMarkdownLint, ,,,
eea27ab70,Christoph,Sun Oct 17 04:49:13 2021,Merge pull request #8149 from JabRef/fixArxivIdParsing, ,,,
228a6ae8b,Oliver Kopp,Sun Oct 17 04:29:31 2021,Add some code comments,   3 files changed, 8 insertions(+) ,,
9ca307ca1,Oliver Kopp,Sun Oct 17 04:20:21 2021,Remove linting exceptions not required any more (and fix blank lines in REAMDE.md),   2 files changed, 1 insertion(+), 18 deletions(-) ,
43ee16ebe,Oliver Kopp,Sun Oct 17 04:14:12 2021,"Disable markdownlint for docs, because Gitbook does not produce correct"" Markdown""",   1 file changed, 1 insertion(+), 1 deletion(-) ,
9d946f7b2,Oliver Kopp,Sun Oct 17 04:06:08 2021,"Revert Add first try to check for content type""""",   1 file changed, 13 insertions(+), 43 deletions(-) ,
b118a588c,Oliver Kopp,Sun Oct 17 04:06:03 2021,Add first try to check for content type,   1 file changed, 43 insertions(+), 13 deletions(-) ,
9177cbc3e,Oliver Kopp,Sun Oct 17 03:01:44 2021,Add test for paywalled articles,   1 file changed, 17 insertions(+), 11 deletions(-) ,
01511e4f9,Oliver Kopp,Sun Oct 17 03:00:34 2021,Change from http to https for the referrer,   1 file changed, 1 insertion(+), 1 deletion(-) ,
b3a9663c3,Oliver Kopp,Sun Oct 17 02:54:02 2021,"Disable IacrEprintFetcherTest, because gets blocked",   1 file changed, 2 insertions(+) ,,
42e37eb9e,Oliver Kopp,Sun Oct 17 02:47:32 2021,Fix checkstyle,   1 file changed, 1 deletion(-) ,,
c5b56988d,Oliver Kopp,Sun Oct 17 02:46:42 2021,Add empty line to have log file rendered properly,   1 file changed, 3 insertions(+) ,,
109af28c9,Oliver Kopp,Sun Oct 17 02:45:31 2021,"GitBook: [#34] Add link to config of Auto import feature""""",   8 files changed, 146 insertions(+), 146 deletions(-) ,
b9b8c05f9,Oliver Kopp,Sun Oct 17 02:10:37 2021,Adapt test to new behavior,   1 file changed, 1 insertion(+), 1 deletion(-) ,
b00a749bd,colinhex,Sat Oct 16 20:50:31 2021,add IacrEprint identifier,   1 file changed, 79 insertions(+) ,,
d89a84be8,colinhex,Sat Oct 16 19:16:52 2021,optimize code,   4 files changed, 85 insertions(+), 79 deletions(-) ,
cea0eabe9,colinhex,Sat Oct 16 18:44:49 2021,pass strings to localization.lang,   3 files changed, 13 insertions(+), 13 deletions(-) ,
a18cfbb67,Siedlerchr,Sat Oct 16 10:11:04 2021,Merge remote-tracking branch 'upstream/main' into disableColumnFitToWidth, ,,,
93b8025fc,Christoph,Fri Oct 15 04:01:34 2021,Merge pull request #8150 from JabRef/refresh-csl, ,,,
8bcfdcd7a,github actions,Thu Oct 14 19:17:28 2021,Squashed 'buildres/csl/csl-locales/' changes from 495f888637..0cc3885f61,   5 files changed, 49 insertions(+), 26 deletions(-) ,
bab15b985,github actions,Thu Oct 14 19:17:28 2021,Merge commit '8bcfdcd7a5613d0afc48930fb453f9a3fc703aad', ,,,
ccbbd0278,github actions,Thu Oct 14 19:17:26 2021,Refresh example styles,   1 file changed, 19 insertions(+), 19 deletions(-) ,
5cf89fe08,github actions,Thu Oct 14 19:17:25 2021,Squashed 'buildres/csl/csl-styles/' changes from 3b00357652..3a6a0a7bc1,   33 files changed, 2130 insertions(+), 766 deletions(-) ,
48147c6e7,github actions,Thu Oct 14 19:17:25 2021,Merge commit '5cf89fe08d20ea3944d14ba3e88cd69dbeaf9279', ,,,
85e43d7ab,Oliver Kopp,Thu Oct 14 15:56:13 2021,Add PR reference,   1 file changed, 1 insertion(+), 1 deletion(-) ,
afacd9d41,Oliver Kopp,Thu Oct 14 15:51:42 2021,Remove semantic duplicate class Eprint,   7 files changed, 99 insertions(+), 224 deletions(-) ,
cda0f2296,Oliver Kopp,Thu Oct 14 15:16:14 2021,Fix ArXiVIdentifier -- dot is required and not arbitrary character,   2 files changed, 8 insertions(+), 1 deletion(-) ,
caf7232d6,Oliver Kopp,Thu Oct 14 14:27:00 2021,Merge branch 'main' into fix-967, ,,,
c8d445bf5,Christoph,Thu Oct 14 10:52:19 2021,Merge pull request #8142 from JabRef/sidepane-prefs, ,,,
077a92077,Siedlerchr,Thu Oct 14 10:37:56 2021,Disable fit to width by default and rename linked file settings,   3 files changed, 5 insertions(+), 5 deletions(-) ,
dfae8e2c0,Benedikt Tutzer,Wed Oct 13 15:19:19 2021,Check if online file before downloading link (#8144),   2 files changed, 10 insertions(+), 12 deletions(-) ,
ddb044d94,Carl Christian Snethlage,Wed Oct 13 05:40:15 2021,Moved openoffice panel pref to sidepane prefs,   4 files changed, 17 insertions(+), 48 deletions(-) ,
a21a7c6e9,Carl Christian Snethlage,Tue Oct 12 14:54:09 2021,"Moved sidepane classes to proper package, reduced scope and merged sidepanemanager with sidepane",   11 files changed, 73 insertions(+), 113 deletions(-) ,
9669a3888,Carl Christian Snethlage,Tue Oct 12 14:31:51 2021,Lazyloading of SidePaneComponents and removed unnecessary BorderPane,   2 files changed, 29 insertions(+), 21 deletions(-) ,
1a420f4da,Carl Christian Snethlage,Tue Oct 12 09:35:48 2021,Refactored booleans to set,   5 files changed, 33 insertions(+), 46 deletions(-) ,
f5cb7da60,Carl Christian Snethlage,Tue Oct 12 08:44:47 2021,Merge remote-tracking branch 'upstream/main' into sidepane-prefs, ,,,
5cf64ba48,colinhex,Tue Oct 12 06:41:53 2021,Merge branch 'main' of github.com:JabRef/jabref into generateEntryFromId, ,,,
d10cc26b5,colinhex,Tue Oct 12 06:41:19 2021,fix checkstyle warnings,   1 file changed, 1 insertion(+), 1 deletion(-) ,
2534f1f55,colinhex,Tue Oct 12 03:01:49 2021,optimize code,   1 file changed, 4 insertions(+), 6 deletions(-) ,
0e1570a9f,colinhex,Tue Oct 12 02:54:38 2021,change log level in CompositeFetcher,   1 file changed, 5 insertions(+), 5 deletions(-) ,
6aa788a16,colinhex,Tue Oct 12 02:50:22 2021,optimize imports,   1 file changed, 1 deletion(-) ,,
fd6cf56c8,colinhex,Mon Oct 11 18:41:07 2021,UI tweaks,   6 files changed, 136 insertions(+), 38 deletions(-) ,
92c1bb784,colinhex,Mon Oct 11 14:51:52 2021,"Revert optimize CompositeIdFetcher.java""""",   2 files changed, 27 insertions(+), 15 deletions(-) ,
6f8805979,Christoph,Mon Oct 11 11:53:00 2021,Merge pull request #8140 from JabRef/fixUnitTEst, ,,,
24295e607,Siedlerchr,Mon Oct 11 11:41:02 2021,"Fix unit test, change master to main",   1 file changed, 1 insertion(+), 1 deletion(-) ,
2e71d5fd6,Christoph,Mon Oct 11 11:39:59 2021,Merge pull request #8136 from JabRef/dependabot/gradle/org.libreoffice-unoloader-7.2.2, ,,,
ddf9d3e00,Christoph,Mon Oct 11 11:38:23 2021,Merge pull request #8139 from JabRef/dependabot/gradle/org.mockito-mockito-core-4.0.0, ,,,
89421d0ab,Christoph,Mon Oct 11 11:37:56 2021,Merge pull request #8138 from JabRef/dependabot/gradle/com.google.guava-guava-31.0.1-jre, ,,,
2e35a76bd,Christoph,Mon Oct 11 11:36:40 2021,Merge pull request #8137 from JabRef/dependabot/gradle/io.github.classgraph-classgraph-4.8.126, ,,,
b7261311e,dependabot[bot],Mon Oct 11 07:45:21 2021,Bump mockito-core from 3.12.4 to 4.0.0,   1 file changed, 1 insertion(+), 1 deletion(-) ,
d7de79bd2,dependabot[bot],Mon Oct 11 07:38:36 2021,Bump guava from 31.0-jre to 31.0.1-jre,   1 file changed, 1 insertion(+), 1 deletion(-) ,
600c207c5,dependabot[bot],Mon Oct 11 07:18:30 2021,Bump classgraph from 4.8.121 to 4.8.126,   1 file changed, 1 insertion(+), 1 deletion(-) ,
8569df2d7,dependabot[bot],Mon Oct 11 07:14:24 2021,Bump unoloader from 7.2.0 to 7.2.2,   1 file changed, 1 insertion(+), 1 deletion(-) ,
1e5fdcb8d,Siedlerchr,Sun Oct 10 09:43:05 2021,lint,   1 file changed, 2 insertions(+), 3 deletions(-) ,
567a378f9,Siedlerchr,Sun Oct 10 09:27:42 2021,Add schema downloading tasks,   2 files changed, 8 insertions(+), 5 deletions(-) ,
42a9992de,gitbook-bot,Sun Oct 10 09:05:11 2021,Initialize repository,   1 file changed, 0 insertions(+), 0 deletions(-) ,
0b9f41465,Siedlerchr,Sun Oct 10 09:00:01 2021,Merge remote-tracking branch 'upstream/main' into jabrefonline, ,,,
871e413f7,colinhex,Sun Oct 10 06:21:58 2021,optimize CompositeIdFetcher.java,   2 files changed, 15 insertions(+), 27 deletions(-) ,
3ec6a4a24,Christoph,Sat Oct 9 10:45:38 2021,Add Tutorials for javafx,   1 file changed, 1 insertion(+) ,,
1ca0272eb,colinhex,Sat Oct 9 06:39:25 2021,Merge branch 'main' of github.com:JabRef/jabref into generateEntryFromId merge jabref main commits, ,,,
79da4e9e3,colinhex,Sat Oct 9 06:35:45 2021,add key in en.properties,   2 files changed, 2 insertions(+), 1 deletion(-) ,
8c48be07a,colinhex,Sat Oct 9 05:44:22 2021,exclude CompositeIdFetcher from WebFetchersTest,   1 file changed, 3 insertions(+) ,,
5fc8114ab,colinhex,Sat Oct 9 04:50:44 2021,Merge branch 'generateEntryFromId' of github.com:colinhex/jabref-1 into generateEntryFromId merge changes in changelog, ,,,
3a0b625dd,colinhex,Sat Oct 9 04:49:37 2021,adjust button style class and focus,   1 file changed, 2 insertions(+) ,,
6478b1117,ColinHex,Sat Oct 9 04:22:52 2021,Update CHANGELOG.md,   1 file changed, 1 insertion(+) ,,
993edbcb7,colinhex,Fri Oct 8 14:32:10 2021,delete unnecessary lines,   2 files changed, 4 deletions(-) ,,
96ad5c83e,Christoph,Fri Oct 8 14:13:52 2021,Merge pull request #8131 from JabRef/openfoldermac, ,,,
195b3be0f,colinhex,Fri Oct 8 14:06:36 2021,optimize,   1 file changed, 2 deletions(-) ,,
04e65eaeb,colinhex,Fri Oct 8 14:03:13 2021,add binding for newEntryFromIdButton,   1 file changed, 3 insertions(+), 1 deletion(-) ,
bff611037,Siedlerchr,Fri Oct 8 13:34:08 2021,lint,   1 file changed, 1 insertion(+) ,,
3b84b44e4,Siedlerchr,Fri Oct 8 13:29:38 2021,Add changelot,   1 file changed, 1 insertion(+), 1 deletion(-) ,
4d623881a,Siedlerchr,Fri Oct 8 13:23:16 2021,Open folder on mac and highlight file,   1 file changed, 2 insertions(+), 2 deletions(-) ,
0863df74e,colinhex,Fri Oct 8 12:23:58 2021,clean up checkstyle in test,   1 file changed, 5 insertions(+), 8 deletions(-) ,
73e0f370a,colinhex,Fri Oct 8 11:58:14 2021,update prototype,   3 files changed, 42 insertions(+), 34 deletions(-) ,
549626b3c,colinhex,Fri Oct 8 11:06:27 2021,clean checkstyle warnings,   4 files changed, 38 insertions(+), 31 deletions(-) ,
899784e9f,colinhex,Fri Oct 8 11:05:15 2021,Add CHANGELOG.md update,   1 file changed, 1 insertion(+), 1 deletion(-) ,
a9f6aec98,colinhex,Fri Oct 8 11:04:52 2021,Add CompositeIdFetcherTest,   1 file changed, 126 insertions(+) ,,
afca0efdc,colinhex,Thu Oct 7 06:06:59 2021,add prototype,   6 files changed, 217 insertions(+), 10 deletions(-) ,
dd5faee4a,Bruno Nunes,Thu Oct 7 03:36:10 2021,Add Tests to DoiCleanup (#8124),   1 file changed, 67 insertions(+) ,,
bbc67ed24,Christoph,Wed Oct 6 12:32:39 2021,Improve Drag and Drop in Custom Entry types dialog (#8121),   3 files changed, 38 insertions(+), 19 deletions(-) ,
74b585227,Christoph,Wed Oct 6 12:30:25 2021, Show preview also for available styles (#8110),   6 files changed, 55 insertions(+), 33 deletions(-) ,
ec283c1d2,Christoph,Tue Oct 5 23:30:33 2021,Merge pull request #8125 from JabRef/javafx17patch, ,,,
5344c9138,Siedlerchr,Tue Oct 5 12:10:28 2021,udpate to javafx 17.0.0.1,   1 file changed, 1 insertion(+), 1 deletion(-) ,
bac83047c,Michael Berry,Mon Oct 4 09:47:11 2021,Don't throw exception when validating invalid paths (#8112),   2 files changed, 8 insertions(+), 2 deletions(-) ,
f675d8447,Christoph,Mon Oct 4 09:44:14 2021,Merge pull request #8118 from JabRef/dependabot/gradle/net.bytebuddy-byte-buddy-parent-1.11.18, ,,,
31af36724,Christoph,Mon Oct 4 09:43:56 2021,Merge pull request #8113 from JabRef/fixTestsFEtcher, ,,,
c2e9b274b,Christoph,Mon Oct 4 09:43:10 2021,Merge pull request #8117 from JabRef/dependabot/gradle/io.github.classgraph-classgraph-4.8.121, ,,,
cde21fd2e,Christoph,Mon Oct 4 09:42:55 2021,Merge pull request #8119 from JabRef/dependabot/gradle/com.fasterxml.jackson.dataformat-jackson-dataformat-yaml-2.13.0, ,,,
30bad257c,dependabot[bot],Mon Oct 4 08:22:39 2021,Bump jackson-dataformat-yaml from 2.12.5 to 2.13.0,   1 file changed, 1 insertion(+), 1 deletion(-) ,
5a1b936d4,Christoph,Mon Oct 4 08:20:44 2021,Merge pull request #8120 from JabRef/dependabot/gradle/com.fasterxml.jackson.datatype-jackson-datatype-jsr310-2.13.0, ,,,
2a6a1c20e,dependabot[bot],Mon Oct 4 07:39:52 2021,Bump jackson-datatype-jsr310 from 2.12.5 to 2.13.0,   1 file changed, 1 insertion(+), 1 deletion(-) ,
b3767e9f7,Christoph,Mon Oct 4 07:33:17 2021,Merge pull request #8116 from JabRef/dependabot/gradle/com.puppycrawl.tools-checkstyle-9.0.1, ,,,
d4efab770,dependabot[bot],Mon Oct 4 07:25:00 2021,Bump byte-buddy-parent from 1.11.15 to 1.11.18,   1 file changed, 1 insertion(+), 1 deletion(-) ,
5858a1867,dependabot[bot],Mon Oct 4 07:23:37 2021,Bump classgraph from 4.8.116 to 4.8.121,   1 file changed, 1 insertion(+), 1 deletion(-) ,
1ba291362,dependabot[bot],Mon Oct 4 07:12:51 2021,Bump checkstyle from 9.0 to 9.0.1,   1 file changed, 1 insertion(+), 1 deletion(-) ,
99f3f4efe,Siedlerchr,Sat Oct 2 14:04:01 2021,"remove iso charset, website returns utf8 for icar comp sci only returns one result",   3 files changed, 4 insertions(+), 21 deletions(-) ,
9526bf7de,Siedlerchr,Sat Oct 2 11:23:54 2021,fix springer fetcher Fix computer science fetcher,   3 files changed, 22 insertions(+), 4 deletions(-) ,
6f9405559,Christoph,Thu Sep 30 23:20:14 2021,Merge pull request #8111 from JabRef/refresh-csl, ,,,
04841d7a6,github actions,Thu Sep 30 19:20:44 2021,Squashed 'buildres/csl/csl-locales/' changes from 7a507fc008..495f888637,   1 file changed, 4 insertions(+), 4 deletions(-) ,
b2d94ce8a,github actions,Thu Sep 30 19:20:44 2021,Merge commit '04841d7a6dcbeb27795c4e23b29ca1ea0be39027', ,,,
7085d4bc5,github actions,Thu Sep 30 19:20:41 2021,Squashed 'buildres/csl/csl-styles/' changes from 5facb37998..3b00357652,   20 files changed, 866 insertions(+), 135 deletions(-) ,
44083eedf,github actions,Thu Sep 30 19:20:41 2021,Merge commit '7085d4bc5307edc4ab5c159a1708e2cf2ecf536f', ,,,
b9e50b988,Christoph,Thu Sep 30 10:53:44 2021,Merge pull request #8109 from ppd/update-snap, ,,,
1fde6dd7b,Maximilian Federle,Thu Sep 30 09:21:35 2021,Update CHANGELOG.md,   1 file changed, 1 insertion(+) ,,
9fbf27227,Maximilian Federle,Thu Sep 30 09:12:45 2021,snap: Use lzo compression & switch to core20 base,   1 file changed, 4 insertions(+), 3 deletions(-) ,
a05ccc119,Christoph,Mon Sep 27 10:47:50 2021,Merge pull request #8099 from JabRef/dependabot/gradle/org.junit.platform-junit-platform-launcher-1.8.1, ,,,
a8d47bb74,Christoph,Mon Sep 27 10:38:01 2021,Merge pull request #8097 from JabRef/dependabot/gradle/org.postgresql-postgresql-42.2.24, ,,,
c21e7be00,Siedlerchr,Mon Sep 27 10:37:41 2021,fix checkstyle remove junit vintage update to junit 5.8.1,   3 files changed, 3 insertions(+), 4 deletions(-) ,
7e2739f70,Siedlerchr,Mon Sep 27 10:25:57 2021,fix tests,   2 files changed, 14 insertions(+), 6 deletions(-) ,
04aad3d23,Christoph,Mon Sep 27 10:03:00 2021,Merge pull request #8101 from JabRef/dependabot/gradle/org.javamodularity.moduleplugin-1.8.10, ,,,
fed4b2d7e,Christoph,Mon Sep 27 09:53:40 2021,Merge pull request #8098 from JabRef/dependabot/gradle/org.libreoffice-libreoffice-7.2.1, ,,,
0d716dca2,dependabot[bot],Mon Sep 27 09:14:12 2021,Bump libreoffice from 7.2.0 to 7.2.1,   1 file changed, 1 insertion(+), 1 deletion(-) ,
8b442db3f,Christoph,Mon Sep 27 09:12:11 2021,Merge pull request #8102 from JabRef/dependabot/gradle/com.konghq-unirest-java-3.13.0, ,,,
3713ace47,Christoph,Mon Sep 27 09:10:40 2021,Merge pull request #8103 from JabRef/dependabot/gradle/io.github.java-diff-utils-java-diff-utils-4.11, ,,,
c038d5d40,Christoph,Mon Sep 27 09:10:23 2021,Merge pull request #8100 from JabRef/dependabot/gradle/com.google.guava-guava-31.0-jre, ,,,
5d7407579,dependabot[bot],Mon Sep 27 07:47:39 2021,Bump java-diff-utils from 4.10 to 4.11,   1 file changed, 1 insertion(+), 1 deletion(-) ,
101a9ceee,dependabot[bot],Mon Sep 27 07:36:52 2021,Bump unirest-java from 3.11.13 to 3.13.0,   1 file changed, 1 insertion(+), 1 deletion(-) ,
c2ca97c7c,dependabot[bot],Mon Sep 27 07:34:37 2021,Bump org.javamodularity.moduleplugin from 1.8.9 to 1.8.10,   1 file changed, 1 insertion(+), 1 deletion(-) ,
149ab6716,dependabot[bot],Mon Sep 27 07:31:23 2021,Bump guava from 30.1.1-jre to 31.0-jre,   1 file changed, 1 insertion(+), 1 deletion(-) ,
53f920ca6,dependabot[bot],Mon Sep 27 07:19:43 2021,Bump junit-platform-launcher from 1.7.2 to 1.8.1,   1 file changed, 1 insertion(+), 1 deletion(-) ,
99982e48e,dependabot[bot],Mon Sep 27 07:07:32 2021,Bump postgresql from 42.2.23 to 42.2.24,   1 file changed, 1 insertion(+), 1 deletion(-) ,
e9d845b48,Christoph,Wed Sep 22 11:44:52 2021,Merge pull request #8092 from JabRef/fixExceptionInFullTextSearch, ,,,
2eb32fd21,Siedlerchr,Mon Sep 20 10:50:15 2021,Fixes exception in fulltext search on invalid search,   4 files changed, 33 insertions(+), 6 deletions(-) ,
a91420d64,Christoph,Mon Sep 20 08:29:52 2021,Merge pull request #8088 from JabRef/dependabot/gradle/io.github.classgraph-classgraph-4.8.116, ,,,
17676a234,Christoph,Mon Sep 20 08:29:31 2021,Merge pull request #8090 from JabRef/dependabot/gradle/org.beryx.jlink-2.24.2, ,,,
5e1c85f0c,Christoph,Mon Sep 20 08:29:18 2021,Merge pull request #8089 from JabRef/dependabot/gradle/org.fxmisc.flowless-flowless-0.6.6, ,,,
8e0a3f760,dependabot[bot],Mon Sep 20 07:42:35 2021,Bump org.beryx.jlink from 2.24.1 to 2.24.2,   1 file changed, 1 insertion(+), 1 deletion(-) ,
71ace52dd,dependabot[bot],Mon Sep 20 07:39:53 2021,Bump flowless from 0.6.5 to 0.6.6,   1 file changed, 1 insertion(+), 1 deletion(-) ,
efb17a9f3,Carl Christian Snethlage,Mon Sep 20 07:39:30 2021,Added parse method,   3 files changed, 22 insertions(+), 3 deletions(-) ,
fb42bfb12,Carl Christian Snethlage,Mon Sep 20 07:25:15 2021,Removed JabRefFrame from constructor arguments in openofficepanel,   4 files changed, 73 insertions(+), 56 deletions(-) ,
3d0e9b8d1,dependabot[bot],Mon Sep 20 07:22:20 2021,Bump classgraph from 4.8.115 to 4.8.116,   1 file changed, 1 insertion(+), 1 deletion(-) ,
95023fbbf,Dominik Voigt,Mon Sep 20 02:06:32 2021,Modify fetchers towards goal,   26 files changed, 83 insertions(+), 140 deletions(-) ,
92493d5c2,Carl Christian Snethlage,Sat Sep 18 06:40:45 2021,Converted SidePanePreferences to new preferences model,   7 files changed, 57 insertions(+), 45 deletions(-) ,
3d7521c29,Christoph,Fri Sep 17 00:05:05 2021,Merge pull request #8085 from JabRef/refresh-csl, ,,,
cab7b527a,Dominik Voigt,Thu Sep 16 03:46:57 2021,Add fetcher delegator,   1 file changed, 95 insertions(+) ,,
f6a5045b4,github actions,Tue Sep 14 19:14:46 2021,Merge commit '4484d25aea473bda595542fc417574ae6b060d73', ,,,
4484d25ae,github actions,Tue Sep 14 19:14:45 2021,Squashed 'buildres/csl/csl-styles/' changes from 2b37392723..5facb37998,   20 files changed, 2915 insertions(+), 120 deletions(-) ,
fbfa35b6a,Christoph,Mon Sep 13 08:21:32 2021,Merge pull request #8083 from JabRef/dependabot/gradle/org.eclipse.jgit-org.eclipse.jgit-5.13.0.202109080827-r, ,,,
dcb9b457a,dependabot[bot],Mon Sep 13 07:45:23 2021,Bump org.eclipse.jgit,   1 file changed, 1 insertion(+), 1 deletion(-) ,
da16ab47f,Christoph,Mon Sep 13 05:31:15 2021,Merge pull request #8073 from JabRef/l10n_main, ,,,
041092bfb,Christoph,Mon Sep 13 05:22:12 2021,Merge pull request #8080 from JabRef/fixPdfMergTestMOnth, ,,,
5ef906795,Christoph,Sun Sep 12 12:01:41 2021,New translations JabRef_en.properties (Turkish),   1 file changed, 1 insertion(+) ,,
b90f159ce,Christoph,Sun Sep 12 12:01:40 2021,New translations JabRef_en.properties (Italian),   1 file changed, 1 insertion(+) ,,
cd70130a6,Christoph,Sat Sep 11 12:01:44 2021,New translations JabRef_en.properties (Italian),   1 file changed, 1 deletion(-) ,,
bd391153c,Christoph,Sat Sep 11 12:01:37 2021,New translations JabRef_en.properties (Turkish),   1 file changed, 47 insertions(+), 3 deletions(-) ,
99ba8e7c3,Christoph,Sat Sep 11 12:01:33 2021,New translations JabRef_en.properties (Indonesian),   1 file changed, 1 insertion(+) ,,
8c2e1c83a,Christoph,Sat Sep 11 12:01:31 2021,New translations JabRef_en.properties (Russian),   1 file changed, 1 deletion(-) ,,
50fccc8c9,Christoph,Sat Sep 11 12:01:29 2021,New translations JabRef_en.properties (French),   1 file changed, 24 insertions(+), 3 deletions(-) ,
067af0c09,Siedlerchr,Sat Sep 11 11:21:23 2021,readd month,   1 file changed, 1 insertion(+) ,,
783c3b0ef,Siedlerchr,Sat Sep 11 11:04:07 2021,remove month field,   1 file changed, 1 deletion(-) ,,
366f0cf32,Christoph,Sat Sep 11 10:59:30 2021,Merge pull request #8078 from JabRef/fixl10embed, ,,,
0b63cf33d,Siedlerchr,Sat Sep 11 10:58:49 2021,mark failing test as fetcher test,   1 file changed, 2 insertions(+) ,,
67768a33c,Siedlerchr,Sat Sep 11 10:40:22 2021,Fix l10n and fix some missing type args,   3 files changed, 5 insertions(+), 5 deletions(-) ,
2.64E+14,Dominik Voigt,Sat Sep 11 07:58:38 2021,Use lower case for library names in the config and repository structure,   2 files changed, 3 insertions(+), 3 deletions(-) ,
0dd67dc12,Dominik Voigt,Sat Sep 11 07:47:08 2021,Remove unused entry types,   3 files changed, 94 deletions(-) ,,
698536bbe,Dominik Voigt,Sat Sep 11 07:36:47 2021,Remove converter from repository,   2 files changed, 6 insertions(+), 11 deletions(-) ,
7e09d023d,Christoph,Sat Sep 11 06:32:09 2021,Merge pull request #8074 from nmancus1/checkstyle-heap, ,,,
5edb92694,Dominik Voigt,Sat Sep 11 06:25:11 2021,Remove last search date as it does not belong in the config file,   9 files changed, 24 insertions(+), 57 deletions(-) ,
f2c819c47,Christoph,Sat Sep 11 05:36:29 2021,Update gradle.properties,   1 file changed, 1 insertion(+), 1 deletion(-) ,
30edbe0be,Christoph,Sat Sep 11 05:23:15 2021,Update gradle.properties,   1 file changed, 1 insertion(+), 1 deletion(-) ,
3d86f7cf0,Christoph,Sat Sep 11 05:19:09 2021,Merge pull request #8075 from LyzardKing/patch-1, ,,,
06196a9bd,Galileo Sartor,Sat Sep 11 05:15:19 2021,snap amd fix,   1 file changed, 4 insertions(+) ,,
be9b90675,Nick Mancuso,Fri Sep 10 14:39:56 2021,bump checkstyle version to 9.0,   2 files changed, 2 insertions(+), 1 deletion(-) ,
d84ccfd7c,Christoph,Fri Sep 10 12:02:36 2021,New translations JabRef_en.properties (Italian),   1 file changed, 48 insertions(+), 3 deletions(-) ,
57eb9e0ec,Christoph,Fri Sep 10 12:02:27 2021,New translations JabRef_en.properties (Chinese Simplified),   1 file changed, 4 insertions(+) ,,
6170f851d,Christoph,Fri Sep 10 12:02:22 2021,New translations JabRef_en.properties (Russian),   1 file changed, 17 insertions(+) ,,
e0af6314c,Christoph,Fri Sep 10 12:02:21 2021,New translations JabRef_en.properties (French),   1 file changed, 24 insertions(+) ,,
6c145fc16,Christoph,Thu Sep 9 23:29:02 2021,Merge pull request #8070 from JabRef/updateToJfx17, ,,,
e4badcb26,Siedlerchr,Thu Sep 9 12:40:37 2021,revert to old checkstyle version increase memory also for deployment,   2 files changed, 3 insertions(+), 2 deletions(-) ,
bc9d18322,Siedlerchr,Thu Sep 9 12:35:42 2021,add 4g,   1 file changed, 2 insertions(+), 1 deletion(-) ,
406f38bba,Siedlerchr,Thu Sep 9 12:34:58 2021,update to 4g,   1 file changed, 1 insertion(+), 1 deletion(-) ,
98d8bd6a6,Christoph,Thu Sep 9 12:29:08 2021,Merge pull request #8069 from JabRef/l10n_main, ,,,
a5e0268fd,Siedlerchr,Thu Sep 9 12:23:04 2021,increase memory for gradle,   2 files changed, 3 insertions(+), 2 deletions(-) ,
d7bec599e,Christoph,Thu Sep 9 12:02:06 2021,New translations JabRef_en.properties (Tagalog),   1 file changed, 7 insertions(+), 7 deletions(-) ,
7a0597e3f,Christoph,Thu Sep 9 12:02:05 2021,New translations JabRef_en.properties (Danish),   1 file changed, 7 insertions(+), 6 deletions(-) ,
9806fac50,Christoph,Thu Sep 9 12:02:04 2021,New translations JabRef_en.properties (German),   1 file changed, 34 insertions(+), 21 deletions(-) ,
3cd647577,Christoph,Thu Sep 9 12:02:02 2021,New translations JabRef_en.properties (Greek),   1 file changed, 7 insertions(+), 8 deletions(-) ,
65677be38,Christoph,Thu Sep 9 12:02:01 2021,New translations JabRef_en.properties (Italian),   1 file changed, 34 insertions(+), 21 deletions(-) ,
e2b459977,Christoph,Thu Sep 9 12:01:59 2021,New translations JabRef_en.properties (Japanese),   1 file changed, 8 insertions(+), 17 deletions(-) ,
18d07f780,Christoph,Thu Sep 9 12:01:58 2021,New translations JabRef_en.properties (Dutch),   1 file changed, 7 insertions(+), 8 deletions(-) ,
8cc3c01a4,Christoph,Thu Sep 9 12:01:57 2021,New translations JabRef_en.properties (Norwegian),   1 file changed, 7 insertions(+), 7 deletions(-) ,
ef20b9a4c,Christoph,Thu Sep 9 12:01:55 2021,New translations JabRef_en.properties (Polish),   1 file changed, 7 insertions(+), 3 deletions(-) ,
a06433916,Christoph,Thu Sep 9 12:01:53 2021,New translations JabRef_en.properties (Spanish),   1 file changed, 26 insertions(+), 18 deletions(-) ,
850655c19,Christoph,Thu Sep 9 12:01:52 2021,New translations JabRef_en.properties (Portuguese),   1 file changed, 7 insertions(+), 7 deletions(-) ,
048ee5219,Christoph,Thu Sep 9 12:01:51 2021,New translations JabRef_en.properties (Swedish),   1 file changed, 7 insertions(+), 7 deletions(-) ,
84f59b2a0,Christoph,Thu Sep 9 12:01:49 2021,New translations JabRef_en.properties (Turkish),   1 file changed, 75 insertions(+), 30 deletions(-) ,
e9c3c1b3b,Christoph,Thu Sep 9 12:01:48 2021,New translations JabRef_en.properties (Chinese Simplified),   1 file changed, 183 insertions(+), 75 deletions(-) ,
958a08297,Christoph,Thu Sep 9 12:01:46 2021,New translations JabRef_en.properties (Chinese Traditional),   1 file changed, 96 insertions(+), 12 deletions(-) ,
